imageId,split,age,gender,ethnicity,emotion,image_path,load_error,lap_var,tenengrad,face_found,face_area_ratio,roi_lap_var,roi_tenengrad,jpeg_blockiness,artifact_score,niqe,brisque,black_bar_score,black_bar_area_ratio,black_bar_span_ratio,black_bar_solid,black_bar_count,drop_reasons,keep,badness_score,drop_reasons_str
4034,train,41,male,caucasian,neutral,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/004034.jpg,False,480.3106384277344,61.327125549316406,True,0.5184,225.28028869628903,56.07118988037109,11.261675834655762,0.1836328631115571,5.7897699383282895,28.19757080078125,0.0,0.0,0.0,False,0,"['jpeg_blockiness', 'niqe']",False,0.6280311705156916,jpeg_blockiness;niqe
3416,train,15,female,caucasian,slightlyhappy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/003416.jpg,False,411.9815368652344,43.47888946533203,False,0.0,110.57235717773438,31.97803497314453,10.255563497543337,0.2358745448143537,5.058355057862041,30.78302001953125,0.0,0.0,0.0,False,0,['jpeg_blockiness'],False,0.6659201686207351,jpeg_blockiness
536,train,17,female,afroamerican,other,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/000536.jpg,False,468.87054443359375,41.94361877441406,False,0.0,348.8317565917969,43.43560028076172,7.549867630004883,0.1800003831479123,5.738840984847538,39.427978515625,0.0,0.0,0.0,False,0,"['jpeg_blockiness', 'brisque']",False,0.6866734898614756,jpeg_blockiness;brisque
1728,train,7,female,asian,slightlyhappy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/001728.jpg,False,1426.766357421875,68.8064193725586,True,0.11285400390625,787.5716552734375,66.64382934570312,7.403011798858643,0.1075918752752194,3.779733788784857,5.03009033203125,0.0,0.0,0.0,False,0,['jpeg_blockiness'],False,0.31625507939564057,jpeg_blockiness
1937,train,24,female,caucasian,slightlyhappy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/001937.jpg,False,417.283203125,37.08861541748047,True,0.1351643598615917,269.2122802734375,51.6142463684082,7.331885099411011,0.19768559217419,4.74115751056567,17.03839111328125,1.0,0.1241830065359477,1.0,True,2,"['jpeg_blockiness', 'black_bars_score']",False,0.560734878347841,jpeg_blockiness;black_bars_score
1768,train,26,female,caucasian,neutral,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/001768.jpg,False,838.0969848632812,81.689697265625,True,0.1469444444444444,124.5263671875,46.24210357666016,7.329095363616943,0.0897187224242818,4.679631915156373,24.50048828125,0.0,0.0,0.0,False,0,['jpeg_blockiness'],False,0.5844471692186091,jpeg_blockiness
883,train,13,female,caucasian,slightlyhappy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/000883.jpg,False,725.2393798828125,59.944583892822266,True,0.149769,496.9067077636719,62.37897491455078,6.167481899261475,0.1028863893258849,4.17324338720052,18.891357421875,0.0,0.0,0.0,False,0,['jpeg_blockiness'],False,0.44455478653871483,jpeg_blockiness
425,train,17,male,afroamerican,slightlyhappy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/000425.jpg,False,136.3163299560547,58.93327713012695,False,0.0,50.37199401855469,51.4167366027832,6.028423309326172,0.1022923465417141,6.752950296501889,53.2674560546875,0.1,0.1052444444444444,1.0,False,1,"['roi_blur_laplacian', 'jpeg_blockiness', 'niqe', 'brisque', 'worst_quality_percentile']",False,0.8518285824306111,roi_blur_laplacian;jpeg_blockiness;niqe;brisque;worst_quality_percentile
5496,valid,16,male,asian,neutral,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/valid_data/005496.jpg,False,385.8434448242188,39.11573028564453,True,0.1950694444444444,405.1785888671875,57.58324813842773,5.836339950561523,0.1492069752688852,6.629939172238034,26.26947021484375,0.0,0.0,0.0,False,0,"['jpeg_blockiness', 'niqe']",False,0.6324290911301845,jpeg_blockiness;niqe
2975,train,29,male,asian,neutral,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/002975.jpg,False,455.5775451660156,34.890811920166016,True,0.1987933980108609,66.71488952636719,32.55619812011719,5.505230188369751,0.1577845205546319,5.805473412057274,33.70806884765625,1.0,0.0523384587223137,1.0,True,2,"['jpeg_blockiness', 'niqe', 'black_bars_score', 'worst_quality_percentile']",False,0.7650861850572034,jpeg_blockiness;niqe;black_bars_score;worst_quality_percentile
2738,train,34,female,caucasian,slightlyhappy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/002738.jpg,False,1413.7537841796875,80.11312866210938,True,0.1415725699460479,291.80718994140625,59.76616287231445,4.721670627593994,0.0589375380478635,6.537902953575658,48.46173095703125,0.0,0.0,0.0,False,0,"['jpeg_blockiness', 'niqe', 'brisque', 'worst_quality_percentile']",False,0.7269945177994183,jpeg_blockiness;niqe;brisque;worst_quality_percentile
1051,train,60,male,caucasian,slightlyhappy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/001051.jpg,False,886.1958618164062,71.25373077392578,True,0.041259765625,631.081787109375,69.42196655273438,4.545094966888428,0.0637874656349106,4.501999702205732,7.779296875,0.0,0.0,0.0,False,0,['jpeg_blockiness'],False,0.3910602636725677,jpeg_blockiness
