imageId,split,age,gender,ethnicity,emotion,image_path,load_error,lap_var,tenengrad,face_found,face_area_ratio,roi_lap_var,roi_tenengrad,jpeg_blockiness,artifact_score,niqe,brisque,black_bar_score,black_bar_area_ratio,black_bar_span_ratio,black_bar_solid,black_bar_count,drop_reasons,keep,badness_score,drop_reasons_str
5904,test,37,female,caucasian,slightlyhappy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/test_data/005904.jpg,False,19141.849609375,106.541015625,True,0.4107869590495073,21513.599609375,124.46442413330078,0.6579952239990234,0.0061759803392435,8.11596591296297,146.861572265625,0.0,0.0,0.0,False,0,"['niqe', 'brisque', 'worst_quality_percentile']",False,0.7694030380105995,niqe;brisque;worst_quality_percentile
2822,train,42,male,caucasian,neutral,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/002822.jpg,False,4796.78564453125,55.45737457275391,True,0.2097892030848329,862.5259399414062,63.29052734375,-0.1296925544738769,-0.002338598845229,8.76068141074436,121.7509765625,0.0,0.0,0.0,False,0,"['niqe', 'brisque', 'worst_quality_percentile']",False,0.7025019506905952,niqe;brisque;worst_quality_percentile
6992,test,25,male,caucasian,neutral,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/test_data/006992.jpg,False,613.9781494140625,52.837284088134766,True,0.101551282051282,19.30617332458496,30.3237419128418,-0.0211753845214843,-0.0004007659456038,7.082959813753331,95.3089599609375,0.0,0.0,0.0,False,0,"['roi_blur_laplacian', 'niqe', 'brisque', 'worst_quality_percentile']",False,0.8105448760171459,roi_blur_laplacian;niqe;brisque;worst_quality_percentile
6097,test,35,male,caucasian,happy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/test_data/006097.jpg,False,283.41925048828125,47.25570297241211,True,0.1770378086419753,530.2261962890625,55.911563873291016,-0.1986966133117675,-0.004204711740783,8.885309076063855,90.81317138671876,0.0,0.0,0.0,False,0,"['niqe', 'brisque', 'worst_quality_percentile']",False,0.7124226057172968,niqe;brisque;worst_quality_percentile
6794,test,27,male,asian,happy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/test_data/006794.jpg,False,21.336334228515625,12.738216400146484,True,0.1041900336484537,10.57577133178711,24.574609756469727,0.0510659217834472,0.0040088750395216,8.670733811259819,86.48516845703125,0.5,0.6164877423489825,1.0,True,1,"['roi_blur_tenengrad', 'roi_blur_laplacian', 'niqe', 'brisque', 'black_bars_score', 'black_bars_area', 'worst_quality_percentile']",False,0.9243790723832878,roi_blur_tenengrad;roi_blur_laplacian;niqe;brisque;black_bars_score;black_bars_area;worst_quality_percentile
5027,valid,20,male,caucasian,neutral,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/valid_data/005027.jpg,False,45.83734130859375,8.949275970458984,True,0.1950694444444444,158.10610961914062,28.6900691986084,0.0007534027099609,8.418587473020153e-05,7.626297054519487,85.8211669921875,0.5,0.8246371882086168,1.0,True,1,"['roi_blur_tenengrad', 'niqe', 'brisque', 'black_bars_score', 'black_bars_area', 'worst_quality_percentile']",False,0.8540832767548617,roi_blur_tenengrad;niqe;brisque;black_bars_score;black_bars_area;worst_quality_percentile
7413,test,23,female,caucasian,happy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/test_data/007413.jpg,False,222.107177734375,30.67748069763184,False,0.0,318.0197448730469,41.60662078857422,0.0913352966308593,0.0029772749122986,4.720872232045948,85.68951416015625,0.0,0.0,0.0,False,0,['brisque'],False,0.6703282226928651,brisque
3297,train,42,male,caucasian,happy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/003297.jpg,False,611.8787231445312,42.5439682006836,True,0.099674074074074,230.0722198486328,47.814090728759766,0.5429482460021973,0.0127620496207362,6.512938091327454,84.89486694335938,0.0,0.0,0.0,False,0,"['niqe', 'brisque', 'worst_quality_percentile']",False,0.8032791868913592,niqe;brisque;worst_quality_percentile
3615,train,38,male,caucasian,happy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/train_data/003615.jpg,False,372.7945251464844,48.37074279785156,True,0.11390625,5.889999866485596,17.453481674194336,2.178328275680542,0.0450340041241477,6.978440182613061,83.16241455078125,0.0,0.0,0.0,False,0,"['roi_blur_tenengrad', 'roi_blur_laplacian', 'jpeg_blockiness', 'niqe', 'brisque', 'worst_quality_percentile']",False,0.9072484622478036,roi_blur_tenengrad;roi_blur_laplacian;jpeg_blockiness;niqe;brisque;worst_quality_percentile
7019,test,30,female,caucasian,happy,/home/fox/Desktop/Projects/Amrita RLHF/Diffusion_RL_Abi/datasets/appa-real-dataset_v2/test_data/007019.jpg,False,21.8787841796875,18.54111862182617,True,0.0615636836452032,2.3637499809265137,16.366893768310547,-0.189462661743164,-0.0102185124527287,9.007628108032266,82.15478515625,0.0,0.0,0.0,False,0,"['roi_blur_tenengrad', 'roi_blur_laplacian', 'niqe', 'brisque', 'worst_quality_percentile']",False,0.8131795750027867,roi_blur_tenengrad;roi_blur_laplacian;niqe;brisque;worst_quality_percentile
